Gender,Age,FamilyName,Height,Weight
F,16,Miranda,160.02,48.98794
F,16,York,172.72,68.0388
M,19,Kemp,177.8,95.25432
F,19,Glenn,167.64,52.16308
M,19,Paul,185.42,86.18248
F,19,Patton,157.48,49.89512
M,16,Stevenson,170.18,56.699
M,18,Lara,170.18,72.57472
M,16,Sloan,177.8,76.20346
F,19,Campbell,167.64,65.77084
F,18,Kline,162.56,63.50288
M,18,Ellis,187.96,81.64656
M,16,Harris,187.96,65.77084
M,16,Walsh,175.26,113.398
M,17,Welch,157.48,68.0388
M,16,Wolfe,187.96,54.43104
M,19,Oneal,177.8,90.7184
F,18,Richards,170.18,63.50288
M,18,Ewing,175.26,75.74986
M,19,Zavala,182.88,86.18248
F,17,Blackwell,160.02,61.23492
F,14,Rubio,157.48,49.89512
F,15,Johnson,175.26,58.96696
M,19,Fritz,190.5,95.25432
F,19,Tran,182.88,77.11064
M,16,Fields,185.42,70.30676
M,15,Mclaughlin,182.88,54.43104
F,16,Valenzuela,170.18,45.3592
F,16,Hood,165.1,54.43104
F,19,Howard,162.56,58.96696
F,18,Bolton,170.18,81.64656
F,16,Rich,154.94,54.43104
F,16,Mckinney,160.02,47.62716
F,19,Blanchard,162.56,56.24541
M,15,Delgado,170.18,61.23492
M,17,Frederick,167.64,81.64656
F,16,Foley,170.18,95.25432
M,19,Rollins,185.42,75.74986
M,18,Henderson,182.88,72.57472
F,19,Preston,180.34,77.11064
M,18,Stafford,190.5,113.398
M,16,Gillespie,190.5,77.11064
F,16,Hunt,157.48,63.50288
M,15,Charles,182.88,90.7184
F,18,Yates,162.56,59.87414
F,19,White,160.02,54.43104
M,16,Ochoa,167.64,56.699
M,19,Brady,175.26,65.77084
F,16,Vasquez,170.18,61.23492
M,15,Woodard,162.56,54.88463
F,15,Saunders,157.48,48.53434
M,18,Daniel,177.8,72.57472
M,15,Dougherty,165.1,56.699
M,17,Murray,177.8,68.0388
M,16,Stanley,182.88,88.45044
M,15,Jensen,172.72,63.50288
F,16,Guzman,167.64,-0.90718
M,18,Cantrell,185.42,81.64656
F,16,Duffy,170.18,54.43104
M,19,Maddox,170.18,68.0388
M,19,Oconnor,177.8,73.4819
M,16,Carlson,190.5,85.2753
F,16,Rose,152.4,53.07026
M,18,Richmond,185.42,74.84268
M,18,Carey,182.88,104.3262
F,19,Ramos,167.64,54.43104
F,19,Gallagher,162.56,50.8023
M,15,Marks,180.34,81.64656
F,16,Roberson,162.56,54.43104
M,15,Blair,170.18,65.77084
M,18,Estrada,182.88,83.00734
M,17,Keller,182.88,113.398
M,16,Fitzgerald,185.42,79.3786
F,16,Lewis,172.72,68.0388
M,19,Ball,185.42,81.64656
M,16,Li,193.04,76.20346
M,15,Gray,172.72,77.11064
F,16,Hobbs,160.02,52.16308
M,16,Hansen,175.26,97.52228
F,18,Morgan,170.18,104.3262
M,17,Jacobson,175.26,61.23492
F,18,Rocha,160.02,52.16308
M,18,Camacho,180.34,72.57472
F,19,Mccoy,160.02,49.89512
F,16,Costa,160.02,56.699
F,15,Deleon,160.02,54.43104
M,15,Pena,172.72,65.77084
M,17,Novak,172.72,90.7184
F,16,Buchanan,144.78,52.16308
M,16,Mcintyre,172.72,65.77084
F,15,Collier,157.48,63.50288
M,16,Trujillo,175.26,90.7184
M,19,Pugh,187.96,73.4819
F,18,Baldwin,172.72,68.0388
M,17,Wade,185.42,92.98636
M,18,Ross,187.96,88.45044
M,19,Garza,167.64,65.77084
F,19,Griffith,157.48,56.699
F,18,Le,167.64,56.699
M,15,Holloway,175.26,49.89512
F,18,Barnes,167.64,56.699
F,19,Gay,165.1,68.0388
M,18,Frost,170.18,79.3786
F,15,Bright,170.18,58.96696
F,18,Strickland,160.02,54.43104
F,17,Holden,149.86,64.41006
M,17,Daniels,172.72,65.77084
M,15,Graham,172.72,81.64656
M,16,Andrade,160.02,63.50288
F,15,Molina,162.56,56.699
M,16,Drake,172.72,68.0388
M,18,Sherman,180.34,65.77084
M,19,Frazier,180.34,70.30676
F,17,Diaz,162.56,61.23492
F,15,Graves,154.94,49.89512
F,18,Caldwell,162.56,-0.90718
M,15,Durham,175.26,73.4819
M,16,Malone,185.42,70.30676
F,17,Nguyen,157.48,49.89512
M,19,Kaiser,182.88,72.57472
M,18,Roberts,185.42,99.79024
F,15,Mullins,162.56,54.43104
F,19,Sexton,167.64,52.16308
M,16,Osborne,185.42,78.01782
M,15,Atkins,177.8,68.94598
M,15,Mcclure,172.72,62.5957
M,15,Horne,157.48,73.4819
F,18,Singleton,162.56,47.62716
M,16,Golden,172.72,58.05978
M,15,Norton,172.72,66.22443
F,17,Watts,180.34,86.18248
F,19,Barrera,170.18,74.84268
M,16,Perez,167.64,86.18248
M,18,Jimenez,172.72,74.84268
F,17,Forbes,177.8,58.96696
F,15,Mathis,170.18,54.43104
F,17,Mora,172.72,86.18248
F,16,Haynes,167.64,70.30676
F,19,Bullock,162.56,60.32774
M,15,Vincent,167.64,52.16308
F,18,Skinner,165.1,56.699
M,16,Farley,177.8,70.30676
M,18,Pineda,190.5,90.7184
M,16,English,170.18,72.57472
F,18,Green,170.18,56.699
F,14,Mosley,167.64,52.16308
M,19,Riley,180.34,89.35762
M,17,Rhodes,175.26,61.23492
F,17,Copeland,170.18,52.16308
F,18,Mcknight,165.1,70.30676
M,19,Glass,187.96,122.4698
M,16,Conrad,160.02,61.23492
F,16,Curry,157.48,49.89512
F,17,Tate,165.1,56.699
M,17,Franklin,190.5,97.52228
M,16,Mcmahon,177.8,64.86366
M,17,Beck,182.88,65.77084
F,16,Peck,162.56,63.50288
M,15,Dawson,180.34,88.45044
F,18,Marsh,177.8,65.77084
M,19,Hooper,177.8,90.7184
M,19,Mcdowell,165.1,58.96696
F,18,Compton,160.02,113.398
M,16,Dickson,180.34,122.4698
F,15,Ferguson,160.02,77.11064
M,17,Rosario,203.2,77.11064
F,18,Cameron,175.26,61.23492
M,18,Castaneda,182.88,74.84268
F,19,Duke,162.56,54.43104
M,19,Pope,170.18,106.5941
M,19,Mccarthy,180.34,84.8217
M,18,Krueger,177.8,92.98636
F,17,Chaney,157.48,49.89512
F,18,Shepherd,165.1,61.23492
F,16,Rowland,162.56,54.88463
M,18,Baker,177.8,73.9355
M,15,Lester,182.88,69.39958
M,19,Holder,175.26,9.07184
F,16,Stewart,170.18,49.89512
F,16,Sullivan,160.02,54.43104
M,16,Hendrix,187.96,82.55374
M,16,Norman,167.64,61.23492
M,17,Sims,180.34,70.30676
M,16,Benton,170.18,104.3262
F,15,Rodgers,182.88,106.5941
M,17,Guerrero,182.88,61.23492
F,17,Montoya,162.56,54.43104
M,18,Fuentes,182.88,133.8096
M,15,Liu,172.72,81.64656
F,19,Mclean,162.56,77.11064
M,15,Faulkner,147.32,65.77084
M,15,Burnett,167.64,72.57472
F,15,Gill,170.18,83.91452
M,15,Kim,185.42,68.0388
F,17,Nunez,167.64,66.67802
M,17,Evans,175.26,77.11064
M,18,Barnett,175.26,61.23492
M,18,Travis,172.72,79.3786
M,16,Perry,162.56,81.64656
F,15,Byrd,170.18,58.96696
M,14,Waters,172.72,65.77084
F,16,Schaefer,170.18,58.96696
M,14,Fleming,180.34,68.0388
M,15,Finley,177.8,68.0388
M,17,Ryan,195.58,83.91452
M,14,Burton,175.26,58.96696
F,18,Merritt,152.4,54.43104
F,17,Wyatt,154.94,45.3592
M,15,Bautista,177.8,70.30676
F,19,Robertson,152.4,48.53434
M,18,Flowers,180.34,70.30676
M,16,Mcneil,180.34,63.50288
F,17,Dean,177.8,72.57472
F,15,Cherry,175.26,49.89512
M,19,Griffin,175.26,83.91452
F,16,Moody,170.18,65.77084
F,18,Bowman,160.02,68.0388
F,17,Mcdaniel,167.64,61.23492
F,19,Weber,185.42,68.0388
M,19,Kirk,175.26,68.0388
F,15,Solis,160.02,54.43104
F,18,Terry,157.48,72.57472
M,16,Ellison,162.56,77.11064
M,14,Rangel,172.72,55.33822
F,19,Higgins,167.64,56.699
M,17,Mcdonald,185.42,79.3786
F,15,West,160.02,52.61667
M,17,Wilkinson,172.72,68.0388
M,15,Berg,170.18,74.84268
F,17,Mayer,162.56,51.70949
F,16,Larson,165.1,87.99685
M,16,Archer,175.26,68.0388
F,18,Curtis,180.34,65.77084
M,16,Yang,175.26,68.0388
M,17,Levine,180.34,72.57472
F,18,Barron,167.64,69.39958
F,17,Avery,172.72,62.1421
M,18,Rasmussen,185.42,77.11064
M,15,Boone,170.18,52.16308
F,20,Leon,157.48,61.23492
F,15,Callahan,170.18,81.64656
M,15,Riggs,177.8,60.78133
M,16,Day,182.88,90.7184
F,18,Flynn,170.18,47.62716
F,18,Bender,157.48,54.43104
F,18,Thornton,149.86,53.07026
M,18,Atkinson,175.26,74.84268
M,18,Vargas,172.72,70.30676
F,16,Nielsen,167.64,58.96696
F,16,Cox,167.64,65.77084
F,19,Gilbert,165.1,55.33822
F,18,Knapp,162.56,49.89512
M,16,Maynard,170.18,63.50288
F,15,Jordan,165.1,58.96696
F,16,Ayers,160.02,53.52386
F,18,Berry,170.18,52.16308
F,16,Hale,162.56,47.62716
M,15,Wilson,177.8,63.50288
M,19,King,182.88,70.30676
F,19,Noble,154.94,52.16308
M,15,Lucero,175.26,127.0058
F,15,Brooks,172.72,56.699
M,18,Humphrey,185.42,74.84268
F,15,Strong,157.48,81.64656
M,19,Reilly,182.88,86.18248
F,17,Donaldson,167.64,74.84268
F,15,Gregory,165.1,56.699
F,19,Hampton,170.18,54.43104
M,18,Galloway,182.88,83.91452
M,15,Hart,162.56,56.699
F,19,Mckenzie,180.34,88.45044
M,16,Acosta,177.8,106.5941
M,19,Boyer,180.34,72.57472
M,15,Cardenas,185.42,70.30676
M,19,Fisher,177.8,80.73938
M,17,Combs,187.96,91.62558
M,18,Tucker,172.72,86.18248
M,17,Carr,182.88,97.52228
M,18,Mccann,182.88,68.0388
F,15,Ho,182.88,68.0388
F,15,Webb,172.72,65.77084
M,18,Washington,172.72,61.23492
M,16,Bradley,167.64,52.16308
F,20,Davenport,177.8,61.23492
M,15,Warren,182.88,70.30676
F,19,Hudson,170.18,56.699
M,16,Flores,177.8,83.91452
F,18,Ramirez,162.56,47.62716
M,19,Hicks,172.72,81.64656
M,16,Duarte,172.72,72.57472
F,18,Orr,170.18,65.77084
F,16,Figueroa,160.02,54.43104
M,16,Klein,172.72,55.33822
F,15,Giles,162.56,58.96696
M,17,Rios,182.88,68.0388
M,15,Herrera,187.96,66.67802
M,15,Phelps,177.8,58.05978
M,19,Espinoza,187.96,70.30676
M,17,Mcpherson,182.88,68.94598
F,17,Hurley,157.48,63.50288
M,19,Jenkins,180.34,72.57472
F,15,Mann,165.1,56.699
F,16,Burke,162.56,61.23492
F,18,Raymond,167.64,106.5941
F,16,Lawrence,167.64,-0.90718
M,15,Matthews,190.5,79.3786
M,17,Herring,167.64,65.77084
F,18,Arnold,160.02,58.96696
F,17,Carroll,167.64,61.23492
F,18,Vaughan,170.18,63.50288
M,15,Meza,175.26,63.50288
M,16,Orozco,177.8,70.30676
M,19,Castro,185.42,72.57472
M,18,Barker,177.8,63.50288
F,16,Werner,154.94,49.89512
F,18,Friedman,162.56,52.16308
M,16,Allison,172.72,58.96696
M,17,Hancock,193.04,74.84268
F,16,Ashley,165.1,56.699
M,16,Reeves,187.96,81.64656
M,17,Wilkerson,182.88,98.88306
F,19,Dudley,175.26,66.67802
F,18,Harrison,167.64,72.57472
M,18,Velasquez,187.96,82.55374
M,15,Summers,180.34,84.36811
F,15,Sharp,162.56,-0.90718
F,20,Meyers,160.02,74.84268
F,15,Mckay,167.64,68.0388
F,15,Frey,175.26,77.11064
F,18,Cooke,160.02,102.0582
F,18,Prince,160.02,74.84268
F,17,Frank,154.94,58.96696
M,17,Haley,182.88,102.0582
F,15,Fowler,160.02,58.96696
M,19,Mejia,182.88,112.4908
M,19,Hanna,180.34,83.91452
F,17,Stein,149.86,53.07026
M,16,Osborn,172.72,55.33822
M,17,Valdez,172.72,63.50288
F,18,Spears,167.64,88.45044
F,17,Neal,165.1,72.57472
M,15,Padilla,170.18,68.0388
M,19,Suarez,175.26,65.77084
M,16,Joyce,195.58,68.0388
M,18,Bruce,177.8,61.23492
M,16,Woodward,170.18,52.16308
F,15,Hines,162.56,-0.90718
F,16,Melendez,162.56,54.43104
F,17,Colon,172.72,53.07026
M,17,Roman,185.42,70.30676
M,16,Ibarra,170.18,56.699
M,15,Mitchell,167.64,61.23492
M,18,Chavez,187.96,111.13
F,15,Crosby,165.1,61.23492
F,17,Simon,170.18,47.62716
M,20,Salas,187.96,85.2753
F,15,Medina,162.56,49.89512
M,17,Reyes,177.8,74.84268
M,16,Stark,187.96,74.84268
M,19,Harrell,195.58,88.45044
M,18,Obrien,180.34,63.50288
F,18,Page,165.1,64.41006
M,15,Sellers,180.34,127.0058
F,16,Hatfield,162.56,54.43104
F,15,Gross,157.48,49.89512
M,19,Ferrell,180.34,83.91452
F,16,Winters,157.48,47.62716
M,18,Huerta,175.26,72.57472
F,20,Erickson,160.02,52.16308
M,16,Wiggins,182.88,68.0388
M,19,Hoffman,172.72,57.15259
M,18,Shields,182.88,74.84268
F,19,Garcia,170.18,58.96696
F,17,Watkins,157.48,61.23492
M,19,Riddle,180.34,61.23492
F,18,Lowe,152.4,48.98794
F,18,Romero,210.82,90.7184
F,18,Santana,149.86,68.0388
M,16,Small,185.42,104.3262
M,17,Proctor,175.26,110.6764
F,16,Mercado,160.02,61.23492
M,17,Cervantes,180.34,61.23492
F,19,Marshall,172.72,72.57472
M,17,Greer,177.8,65.77084
M,15,Arellano,172.72,54.43104
M,18,Fitzpatrick,172.72,63.50288
M,16,Sawyer,177.8,64.41006
F,14,Smith,167.64,58.96696
F,16,Little,167.64,58.05978
F,16,Simpson,165.1,68.0388
M,18,Coleman,180.34,68.0388
M,19,Rivas,177.8,67.58521
F,18,Carson,170.18,56.699
F,18,Everett,160.02,58.96696
F,15,Maldonado,157.48,52.16308
M,17,Hill,177.8,92.98636
F,15,Murillo,165.1,48.53434
F,17,Lee,157.48,52.61667
M,17,Butler,160.02,65.77084
M,18,Walton,175.26,79.3786
M,16,Cruz,175.26,68.0388
F,18,Livingston,165.1,63.50288
M,17,Yoder,180.34,74.84268
M,15,Luna,172.72,68.0388
M,17,Miles,182.88,70.30676
M,19,Burns,177.8,65.77084
M,18,Cole,177.8,90.7184
M,15,Porter,157.48,46.26638
F,17,Pace,160.02,53.07026
F,16,Olson,165.1,52.16308
M,18,Knight,170.18,61.23492
F,16,Lin,157.48,83.00734
F,15,Bray,167.64,90.7184
M,17,Barrett,182.88,78.01782
F,19,Nash,172.72,61.23492
M,17,Kane,180.34,81.64656
M,14,Acevedo,177.8,58.96696
F,18,Christian,175.26,62.5957
F,16,Cain,165.1,61.23492
F,18,Richard,157.48,52.16308
M,18,Joseph,180.34,65.77084
M,16,Tyler,180.34,61.23492
M,18,Potts,180.34,70.30676
M,19,Reed,177.8,74.84268
M,17,Munoz,177.8,77.11064
M,18,Kramer,182.88,77.11064
M,15,Melendez,172.72,56.699
M,17,Hill,170.18,65.77084
M,16,Donaldson,175.26,58.51337
M,19,Dudley,172.72,102.0582
M,15,Curtis,175.26,58.05978
F,19,Palmer,167.64,55.79182
F,19,Walter,172.72,90.7184
M,15,Hale,170.18,81.64656
F,17,Mccann,162.56,72.57472
M,16,Lawson,177.8,72.57472
M,16,Dunlap,160.02,52.16308
M,16,Shaffer,182.88,72.57472
M,15,Meza,180.34,63.50288
M,16,Hartman,180.34,63.50288
M,16,Sutton,167.64,69.39958
F,16,Pope,160.02,52.16308
M,15,Pierce,187.96,81.64656
M,18,Cardenas,180.34,95.25432
M,15,Nelson,162.56,55.33822
F,18,Rose,160.02,58.96696
M,16,Mahoney,157.48,63.50288
M,18,Carpenter,170.18,77.11064
F,16,Harper,154.94,47.62716
F,17,Miller,165.1,56.699
F,15,Moon,167.64,-0.90718
M,18,Rowe,185.42,95.25432
F,17,Friedman,165.1,61.23492
F,15,Wyatt,157.48,52.16308
F,19,Boyle,162.56,57.60618
M,18,Park,175.26,77.11064
M,15,Zuniga,162.56,56.699
M,18,Marsh,175.26,74.84268
M,17,Ellis,180.34,61.23492
M,19,Washington,180.34,68.49239
M,18,Hood,185.42,83.91452
M,16,Montoya,175.26,72.57472
F,15,Marquez,144.78,38.55532
M,19,Reid,170.18,63.50288
M,16,Hebert,180.34,81.19297
F,17,Douglas,160.02,53.07026
M,15,Moore,165.1,68.0388
F,17,Burch,157.48,51.2559
M,15,Solis,165.1,64.86366
M,17,Olson,170.18,61.23492
F,17,Mclaughlin,160.02,61.23492
F,18,Norris,167.64,58.96696
M,17,Kim,193.04,97.52228
M,15,Dougherty,167.64,79.3786
M,19,Santiago,170.18,90.7184
M,16,Chandler,170.18,63.50288
F,18,Estrada,160.02,63.50288
M,17,Wong,187.96,104.3262
M,16,Hahn,177.8,63.95647
F,15,Landry,165.1,54.43104
M,18,Lane,165.1,54.43104
M,15,Long,182.88,87.08966
F,17,Collins,154.94,64.86366
F,18,Howell,154.94,56.24541
M,15,Cherry,175.26,88.45044
F,18,Bennett,157.48,54.43104
F,19,Novak,175.26,72.57472
M,17,Swanson,182.88,72.57472
M,16,Gilbert,172.72,65.77084
M,18,Noble,180.34,92.98636
M,19,Blake,182.88,83.91452
F,19,Gates,170.18,70.30676
M,18,Page,182.88,102.0582
M,16,Hayes,172.72,72.57472
M,18,Meyers,177.8,68.0388
F,15,Ramos,157.48,65.77084
F,15,Boyer,162.56,68.0388
M,19,Mercado,177.8,61.23492
M,16,Cochran,167.64,58.96696
M,17,Davenport,172.72,68.0388
M,16,Murillo,165.1,63.50288
F,19,Ali,157.48,58.05978
M,17,Mcdonald,180.34,71.66754
F,15,Parks,157.48,45.3592
M,16,Vaughan,185.42,67.13162
M,15,Yates,157.48,49.44153
M,19,Malone,180.34,70.30676
F,16,Lewis,160.02,54.43104
M,18,Ortiz,187.96,83.00734
M,17,Stafford,177.8,63.50288
M,15,Valentine,182.88,74.38909
M,17,Murphy,193.04,68.0388
M,17,Joyce,167.64,63.95647
F,15,Valdez,157.48,63.50288
F,19,Price,172.72,81.64656
M,17,Fletcher,190.5,98.88306
F,19,Leach,162.56,52.16308
F,17,Hensley,154.94,50.34871
F,15,Lynn,157.48,58.96696
F,18,Kelley,167.64,68.0388
F,17,Hunter,167.64,56.24541
M,16,Brennan,182.88,108.8621
M,18,Cabrera,190.5,77.11064
M,17,Rojas,175.26,77.11064
M,17,Vega,182.88,61.23492
M,15,Vasquez,170.18,65.77084
M,17,Jones,172.72,56.699
F,15,Hays,160.02,47.62716
M,18,Beard,182.88,63.50288
F,16,Hansen,177.8,61.23492
F,17,House,154.94,49.89512
M,15,Knox,154.94,69.39958
F,19,Lee,165.1,72.57472
F,17,Flores,170.18,86.18248
M,15,Fischer,162.56,45.81279
M,18,Burton,190.5,79.3786
F,16,Hamilton,175.26,61.23492
F,15,Paul,154.94,45.3592
F,18,Hanna,177.8,65.77084
M,18,Cervantes,177.8,88.90403
F,15,Pennington,165.1,48.53434
F,16,Monroe,170.18,58.96696
M,19,Graham,177.8,72.57472
M,17,Hodges,180.34,83.91452
F,14,Pineda,157.48,-0.90718
M,19,Stanley,182.88,88.45044
F,18,Madden,152.4,58.96696
F,19,Cooper,147.32,61.23492
M,18,Heath,175.26,70.30676
F,15,Alvarez,162.56,56.699
M,16,Werner,167.64,61.23492
M,15,Baldwin,162.56,68.94598
M,16,Dorsey,180.34,86.18248
M,16,Weeks,177.8,72.57472
F,16,Nixon,175.26,63.50288
M,15,Wang,175.26,90.7184
F,18,Hardin,165.1,58.96696
M,19,May,180.34,63.04929
F,17,Velazquez,162.56,52.16308
M,16,Brock,177.8,70.30676
M,17,Knight,175.26,54.43104
M,18,Robertson,182.88,68.0388
M,18,Avery,175.26,62.1421
M,17,Mcdowell,167.64,58.96696
M,15,Woodward,180.34,64.41006
M,19,Sullivan,157.48,63.50288
M,16,Macias,182.88,74.84268
F,19,Bautista,175.26,66.22443
M,16,Moses,177.8,63.50288
F,15,Olsen,165.1,48.08075
M,15,Norman,177.8,69.39958
M,18,Lopez,172.72,90.7184
M,18,Carney,182.88,73.4819
M,18,Manning,172.72,79.3786
M,16,Keller,177.8,65.77084
F,19,Mora,154.94,47.62716
M,17,Montgomery,177.8,79.3786
M,17,Navarro,172.72,58.96696
M,18,Mcpherson,160.02,58.05978
F,17,Baxter,167.64,54.43104
F,16,Everett,160.02,68.0388
F,18,Becker,175.26,77.11064
M,16,Roberts,175.26,65.77084
M,17,Peck,185.42,81.64656
M,15,Bender,162.56,53.07026
F,18,Pratt,175.26,70.30676
M,18,Griffith,175.26,70.30676
M,17,Doyle,170.18,52.16308
F,17,Davies,162.56,60.32774
F,17,Villanueva,175.26,79.3786
F,17,Faulkner,162.56,63.50288
M,16,Brady,177.8,61.23492
F,19,Richardson,180.34,-0.45359
M,14,Gamble,167.64,68.0388
F,18,Chavez,165.1,47.62716
F,15,Leonard,167.64,44.45202
M,19,Powell,167.64,63.50288
M,17,Shah,170.18,58.96696
M,18,Norton,190.5,83.91452
M,15,Wu,177.8,56.699
M,17,Estes,170.18,77.11064
F,18,Hodge,157.48,56.699
M,19,Kaiser,175.26,72.57472
F,20,Duke,152.4,49.89512
M,16,Glenn,172.72,74.84268
M,18,Ochoa,187.96,120.2019
M,15,Medina,185.42,70.30676
F,14,Mccall,160.02,56.699
M,19,King,177.8,81.64656
M,18,Horne,172.72,65.77084
M,19,Vaughn,180.34,90.7184
F,15,Joseph,162.56,72.57472
M,18,Burnett,182.88,74.84268
F,19,Lloyd,167.64,95.25432
F,18,Zhang,152.4,49.89512
F,18,Newton,167.64,84.8217
M,15,Hester,180.34,61.23492
F,19,Esparza,167.64,72.57472
F,16,Drake,157.48,52.16308
M,19,Skinner,190.5,136.0776
F,15,Jacobson,160.02,61.23492
F,15,Silva,162.56,54.88463
F,16,Krause,160.02,49.89512
M,16,Thomas,177.8,74.84268
F,19,Vang,165.1,108.8621
M,18,Oconnor,175.26,81.64656
M,17,Brown,180.34,64.41006
F,15,Fields,165.1,62.5957
F,15,Kane,160.02,51.2559
F,17,Mata,162.56,95.25432
F,14,Galvan,160.02,49.89512
M,19,Cameron,193.04,93.89354
F,18,Maldonado,149.86,52.16308
M,17,Rodgers,190.5,120.2019
F,17,Aguirre,157.48,52.16308
M,15,Key,193.04,113.398
F,17,Snow,157.48,58.96696
M,16,Reeves,157.48,62.5957
F,17,Cruz,157.48,61.23492
F,16,Russell,160.02,58.96696
M,15,Gentry,177.8,111.13
M,17,Ritter,187.96,72.57472
F,18,Ball,172.72,79.3786
M,15,Lawrence,180.34,67.13162
F,19,Chang,175.26,68.0388
F,17,Gill,167.64,63.50288
M,15,Guerrero,175.26,68.0388
M,15,Knapp,167.64,48.53434
M,17,Kirby,182.88,63.50288
M,18,Cline,177.8,86.18248
M,17,Owen,187.96,122.4698
F,16,Evans,162.56,49.89512
F,17,Johns,162.56,52.16308
F,15,Kerr,157.48,43.09124
F,19,Mosley,152.4,-0.90718
F,16,Hurst,154.94,55.79182
M,15,Conley,177.8,120.2019
F,19,Strong,154.94,52.16308
M,17,Beck,177.8,58.96696
M,18,Sherman,175.26,72.57472
M,15,Robinson,175.26,80.73938
F,18,Cooke,170.18,58.05978
M,16,Livingston,172.72,74.84268
M,16,Schaefer,182.88,68.0388
M,16,Ward,182.88,61.23492
F,19,Clements,160.02,56.699
M,17,Harrison,172.72,58.96696
F,15,Oneill,162.56,59.42055
F,19,Daniels,172.72,86.18248
M,16,Bullock,170.18,62.5957
F,15,Shelton,175.26,67.58521
M,19,Spencer,172.72,77.11064
F,17,Moody,167.64,57.60618
F,15,Ashley,157.48,58.96696
F,19,Frazier,157.48,52.16308
M,17,Clayton,170.18,63.50288
M,16,Serrano,167.64,74.84268
M,19,Waters,175.26,81.64656
M,18,Barton,177.8,77.11064
M,16,Carlson,180.34,72.57472
F,16,Kemp,162.56,57.15259
F,17,Allen,160.02,58.96696
M,19,Mckee,167.64,58.96696
F,15,Cisneros,162.56,68.0388
F,17,Riggs,162.56,56.699
M,15,Terry,180.34,81.64656
M,16,Caldwell,175.26,71.66754
M,17,Smith,182.88,87.99685
F,19,Glover,165.1,81.64656
F,16,Nichols,170.18,77.11064
M,20,Mckinney,177.8,86.18248
F,18,Barry,160.02,63.50288
M,19,Villarreal,180.34,90.7184
M,16,Mullins,167.64,56.699
M,15,Bolton,185.42,63.50288
F,18,Bowers,165.1,77.11064
M,18,Combs,180.34,77.11064
F,15,Osborne,162.56,63.04929
M,18,Christensen,177.8,77.11064
M,15,Ho,175.26,58.96696
M,16,Cummings,193.04,106.5941
M,15,Patterson,187.96,72.57472
M,19,Randolph,177.8,65.77084
M,17,Odonnell,180.34,81.64656
F,18,Benjamin,170.18,65.77084
F,18,Huber,172.72,63.50288
M,19,Mckenzie,187.96,104.3262
F,18,David,175.26,83.46093
M,17,Ibarra,172.72,63.50288
M,16,Daugherty,185.42,74.84268
M,16,Cobb,175.26,61.23492
F,19,Ortega,165.1,58.96696
F,17,Barajas,162.56,56.24541
M,15,Mitchell,175.26,98.88306
M,18,Hickman,185.42,113.398
F,16,Harrell,162.56,72.57472
M,19,Mann,170.18,65.77084
M,18,Case,187.96,74.84268
F,18,Lucero,170.18,60.32774
M,15,Guzman,180.34,65.77084
F,18,Glass,167.64,88.45044
M,15,Acosta,167.64,45.3592
F,19,Lozano,167.64,84.8217
F,18,Gregory,170.18,63.50288
F,18,Jensen,165.1,53.07026
F,19,Terrell,162.56,54.43104
F,15,Schmidt,167.64,49.89512
M,19,Frost,177.8,74.84268
F,16,Stark,162.56,49.89512
M,19,Riddle,172.72,81.64656
F,19,Callahan,160.02,53.52386
M,16,Kent,182.88,127.0058
M,16,Myers,175.26,65.77084
M,15,Barrera,182.88,68.0388
F,18,Small,170.18,56.699
M,15,Grimes,180.34,68.0388
F,20,Cole,160.02,56.699
M,19,Carey,193.04,81.64656
M,17,Austin,182.88,88.45044
F,18,Prince,165.1,61.68851
F,15,Hicks,157.48,56.699
F,17,Mcintosh,160.02,47.62716
M,16,Parrish,154.94,40.82328
M,17,Santos,175.26,68.0388
M,18,Shields,180.34,77.11064
M,16,Haynes,177.8,61.23492
F,19,Wilcox,165.1,58.96696
M,19,George,180.34,131.5417
F,19,Woods,165.1,63.50288
F,17,Potts,175.26,61.23492
M,16,Roman,182.88,62.1421
F,17,Cantu,160.02,54.43104
F,17,Haley,160.02,44.45202
M,15,Carter,187.96,70.30676
M,19,Day,165.1,63.50288
F,15,Weaver,162.56,59.87414
F,16,Pham,160.02,65.77084
F,17,Briggs,157.48,81.64656
F,18,Fleming,154.94,45.3592
M,18,Middleton,185.42,79.3786
F,18,Petty,167.64,59.87414
M,15,Fernandez,172.72,57.15259
M,16,White,180.34,61.23492
M,19,Simpson,177.8,58.96696
M,19,Pacheco,180.34,74.84268
M,16,Fisher,180.34,77.11064
M,18,Bauer,177.8,63.50288
F,19,Valencia,170.18,-0.45359
F,17,Ford,172.72,78.92501
F,18,Dickson,160.02,56.24541
M,17,Salas,187.96,68.0388
M,15,Rodriguez,190.5,77.11064
M,15,Watson,172.72,90.7184
M,16,Holder,182.88,90.7184
F,18,Hammond,172.72,65.77084
M,15,Pitts,193.04,79.3786
M,17,Gillespie,167.64,68.0388
F,17,Duran,167.64,77.11064
M,18,Frederick,185.42,95.25432
F,15,Shepard,170.18,65.77084
M,18,Castaneda,180.34,77.11064
M,16,Walton,190.5,92.98636
M,18,Donovan,175.26,77.11064
M,18,Kramer,187.96,83.91452
F,15,Hinton,167.64,61.23492
M,16,Roberson,175.26,56.699
F,18,Barron,172.72,70.30676
F,19,Frey,170.18,61.23492
F,16,Cross,162.56,61.23492
